Net Income to Stockholder's Equity,Debt ratio %,Current Liability to Assets,Borrowing dependency,Retained Earnings to Total Assets,Total Asset Turnover,Operating Gross Margin,Net Income to Total Assets,Cash Flow to Total Assets,Interest Coverage Ratio (Interest expense to EBIT),Bankrupt?
0.8411159928915,0.0895788614445083,0.049464084101822,0.371971199978527,0.93768584755713,0.103448275862069,0.602026549820551,0.812100285489518,0.628234571407572,0.56620058032495,0
0.831976032408709,0.219608791607461,0.198285095189837,0.392590413860514,0.908947697741883,0.214392803598201,0.599115005981637,0.750430839246873,0.629328600872714,0.562976864746142,1
0.838258501827446,0.228890165371708,0.141036557645787,0.396528161437585,0.868460717296699,0.0644677661169415,0.599987027774975,0.787081562191271,0.646486979649545,0.576472530618164,1
0.840052354819015,0.208241376182846,0.144464755676761,0.38402489023291,0.908330178891868,0.103448275862069,0.618868821977832,0.79602266635259,0.641914017785342,0.570161348590322,0
0.841431597677494,0.116848565468452,0.0880275110524175,0.375580149547176,0.937473539811651,0.220389805097451,0.601168941610574,0.8141021444053,0.63958914758174,0.566350913061826,0
0.840451101401298,0.0623393899083955,0.0629852318661099,0.370535225002964,0.937101764402904,0.137931034482759,0.603475114948327,0.80292347799953,0.629533296989902,0.566000432230916,0
0.840608631798272,0.124104362547994,0.107973141077189,0.375313979730833,0.934730336547086,0.389805097451274,0.599107799189957,0.803065744296262,0.643199374089182,0.567456110265631,0
0.841252149001051,0.122622970644254,0.0268249264151524,0.376271296381209,0.93823378870164,0.0719640179910045,0.614278095677366,0.811257383194871,0.642934308424033,0.566339247732498,0
0.839028885008747,0.139281071439369,0.0668864003846082,0.377688259227034,0.927407108748788,0.0644677661169415,0.622702835151847,0.784384878843847,0.650558826542875,0.562016229466371,0
0.840205745904451,0.147201983251202,0.0667898989263249,0.37700829599873,0.930539498151253,0.103448275862069,0.607042476830165,0.797743521000021,0.634731523095068,0.568218589402543,0
0.840192796047555,0.0953834991081416,0.0369109392508691,0.37206178718493,0.932102119442917,0.146926536731634,0.600880669943355,0.798173897544613,0.632605929002652,0.568609255748077,0
0.840385757478808,0.0800858602654412,0.0318425331061389,0.373058246455356,0.934363318155994,0.088455772113943,0.598444774355353,0.801371569744629,0.644374223073272,0.568500549655657,0
0.841573616502083,0.118874142153158,0.0620319590749032,0.374405870945663,0.932853037736966,0.122938530734633,0.625326107323542,0.815731085142529,0.643425082654465,0.565658865268012,0
0.840978536246519,0.0690207697191402,0.0497893575217391,0.37273615861037,0.942100288262037,0.0194902548725637,0.60441199786679,0.811426300758598,0.645965104008035,0.5660450790583,0
0.841197466664069,0.0866463101248602,0.0611603796876062,0.373331126435136,0.945429865976427,0.107946026986507,0.618176969976506,0.813567760267837,0.659746971574781,0.565941458314401,0
0.84180224093936,0.137981074462618,0.104974926478333,0.377794503481456,0.93849638089017,0.230884557721139,0.600347367358999,0.816256591930727,0.645890343341208,0.566383205447437,0
0.840820359712895,0.0911509508117423,0.0702180366525852,0.371372877072043,0.935180058419969,0.12743628185907,0.635718300926793,0.807572628836292,0.642674914855759,0.565538443845805,0
0.840770515293026,0.0942346645705475,0.0109471347671599,0.36963718146295,0.940555139941672,0.0524737631184408,0.624317156488275,0.806666537650301,0.631973382542753,0.565163703379656,0
0.841274521947495,0.0996765123802038,0.0676770771328813,0.370670546632281,0.937669899147271,0.191904047976012,0.608865795125326,0.813580403299354,0.64272994599033,0.565476168190819,0
0.841281669746899,0.141941530368534,0.083577916623914,0.375735601666805,0.937543556605271,0.131934032983508,0.62094437798181,0.809900025793642,0.649071686800478,0.566486947320132,0
0.840598890749099,0.20110650905463,0.154735300008426,0.388924427902649,0.939119704270878,0.0719640179910045,0.610206258377895,0.799841684452634,0.601877718977143,0.568436517701161,0
0.840860318613959,0.184660035674336,0.148863536116538,0.385539150448574,0.93296618823123,0.160419790104948,0.60456334049208,0.802637950812378,0.638240961832844,0.568285889415869,0
0.839285131784148,0.154215920428092,0.0618289177429289,0.37809981591785,0.921157400283521,0.0464767616191904,0.619402124562187,0.788125640198415,0.642581730556349,0.198631789774405,0
0.841074766121287,0.0916044381292137,0.074449813238745,0.372056195382066,0.941752414261214,0.104947526236882,0.626414332867294,0.811328897524071,0.646453240425599,0.565830776536198,0
0.840991944445713,0.0518487166308915,0.0548984950163309,0.371134666270021,0.937410454269399,0.136431784107946,0.609290995834474,0.812826429211926,0.652728473854852,0.565674688944503,0
0.840973026009749,0.0939021072044018,0.066617814014015,0.371953306209362,0.936300904686825,0.095952023988006,0.603590423615215,0.809661362707912,0.643606210939078,0.565961020304973,0
0.837052996383121,0.210357650331046,0.0897984427763058,0.392383517154533,0.920882488497633,0.0419790104947526,0.596945761685813,0.777094466430958,0.642588261099433,0.553328485915044,1
0.839162225658445,0.23529945279197,0.201894137779344,0.40512499916123,0.912825940285011,0.137931034482759,0.597392582770003,0.791982244970901,0.643175576940625,0.571988549713058,1
1.0,0.321371345648033,0.252297962603889,0.26203523730493,0.841966378156722,0.292353823088456,0.6018607936119,0.525650952071236,0.705153030589043,0.565021155623063,1
0.831081516146261,0.221452973365178,0.198480137642744,0.391787430969194,0.915031112372524,0.148425787106447,0.595994465183989,0.746585996946147,0.625578880774026,0.56397612729787,1
0.840279753168226,0.202859993348853,0.112883313219938,0.382244460200902,0.903544493904117,0.118440779610195,0.61808328168466,0.797585081424739,0.641708473878087,0.569392706270746,0
0.840817533006551,0.141548508026726,0.114493576486944,0.377871670360984,0.936347816602325,0.230884557721139,0.600736534109745,0.804705530749328,0.645520639487327,0.566454958111748,0
0.840118267328821,0.0416301357438704,0.0384017725889593,0.36963718146295,0.942043663814981,0.134932533733133,0.604635408408885,0.797389746747958,0.643578808985064,0.565556569130653,0
0.839257202585878,0.122411343229434,0.0760370747416973,0.374532245690398,0.928823726296912,0.401799100449775,0.597947505729399,0.786042687462666,0.648650910255114,0.563125994645206,0
0.840577257454248,0.116213683223992,0.0273096420961078,0.375580149547176,0.934188185936739,0.0749625187406297,0.610472909670073,0.802978468940389,0.643101870918374,0.566942039965212,0
0.840696027385088,0.152099646279892,0.0747330743748319,0.379104103712286,0.931638647675746,0.0854572713643178,0.619048991769844,0.802836623544174,0.646081569886811,0.568291502966358,0
0.839500563793149,0.158388003748828,0.0893366660806512,0.378454336219449,0.929574205926984,0.095952023988006,0.605932630911371,0.790519359097307,0.628199793732206,0.506546640987286,0
0.840327583466471,0.100553254527315,0.0449795540703192,0.372762999264119,0.933718216492532,0.148425787106447,0.600736534109745,0.800033865258417,0.660018284246076,0.566817100513007,0
0.839279504495661,0.0857998004655803,0.0650320019889744,0.373364677252322,0.927521695477904,0.0914542728635682,0.595122443390651,0.784318911816898,0.658205331937799,0.563684230714475,0
0.840949757724991,0.113311364392176,0.0456334408635238,0.374562441425865,0.932855984006555,0.12143928035982,0.620396661814094,0.808047122738062,0.641256767360154,0.565683494724244,0
0.840487618067464,0.0654231036672008,0.0315561815854196,0.372542682231264,0.941790764965795,0.0209895052473763,0.604102105824529,0.803444356803959,0.624860330895838,0.566246742529546,0
0.840659114768923,0.140006651147323,0.0576091557112542,0.377393012035797,0.940692863465237,0.145427286356822,0.612425950215483,0.802988533075358,0.648863091789227,0.566538812418977,0
0.842318562340046,0.10279045862684,0.0766958313724689,0.374286206364366,0.942619685285963,0.298350824587706,0.600635639026218,0.827984672530329,0.633641129776975,0.565511873396239,0
0.841489101472458,0.0820812044623152,0.0607438513194918,0.370275765350058,0.939887837342659,0.143928035982009,0.636784906095504,0.818485753462117,0.642339578102387,0.565215832977554,0
0.840673489284288,0.0984974453547782,0.0156023961020928,0.36963718146295,0.940056132787126,0.0464767616191904,0.623985644070973,0.80504786637318,0.643965751236986,0.565183368152589,0
0.841955021597594,0.0941741995948846,0.0634562237405173,0.370900928910292,0.942446954107828,0.200899550224888,0.608865795125326,0.824062231741786,0.658426444258594,0.565229617186563,0
0.841555086841885,0.129032258064516,0.0997590214984133,0.374071481134375,0.93841602617458,0.131934032983508,0.619330056645383,0.81438278607138,0.649363515155632,0.565797913788603,0
0.840439916449661,0.196662333343411,0.111648054969279,0.388757792177291,0.939490544456931,0.0824587706146927,0.607539745456118,0.798860819040515,0.624275783561952,0.568501828086221,0
0.841654699058471,0.182060041720833,0.156505135114291,0.384182579073684,0.935860146955274,0.172413793103448,0.603900315657476,0.809426007567113,0.640628616558554,0.566853876573771,0
0.840407766068337,0.156664751942437,0.0650671976753796,0.37816244410993,0.932608836458834,0.0419790104947526,0.618811167644388,0.799686701771098,0.640421723918116,0.568580178054889,0
0.842005284239925,0.0893370015418569,0.0802458866743962,0.371386297398917,0.947071789168927,0.112443778110945,0.6255999654074,0.825485714087738,0.647509430141823,0.565295877252821,0
0.840999192346241,0.0400580463766363,0.030035978305516,0.370811460064462,0.937759734815463,0.137931034482759,0.607164992288733,0.813768816821284,0.69652889579041,0.565516625515861,0
0.84112422563183,0.071862623575294,0.0360765050931298,0.37083382727592,0.937901496019864,0.0764617691154423,0.602869744447167,0.813607337088615,0.647491713262142,0.565400271635791,0
0.836765895748373,0.185083290503976,0.171664967293238,0.381058997993661,0.920323043583815,0.19640179910045,0.604015624324363,0.7693180305172,0.642501061477043,0.563517404517673,1
0.835834417723329,0.199232094809082,0.0728843971956195,0.380509882952382,0.890634802518244,0.131934032983508,0.617867077934245,0.766035222058461,0.641105387470086,0.564474539427702,0
0.840416733888158,0.138918281585392,0.107996408181983,0.377735230371094,0.935490858051309,0.263868065967017,0.597904264979317,0.800260526913646,0.642512082225561,0.567352425069865,0
0.840167745039569,0.0487045378964235,0.0413831958815005,0.36963718146295,0.942644714899042,0.142428785607196,0.605291226451808,0.798238385013351,0.654535944518662,0.565323749528309,0
0.839459977146756,0.147020588324213,0.134181417777412,0.377844829707236,0.929281716407891,0.43928035982009,0.596261116476167,0.789635774877785,0.643250048742444,0.56158541530685,0
0.840969421384339,0.130211325089942,0.0296071743717456,0.376993757311282,0.935256305684141,0.0824587706146927,0.60621369578691,0.80717608865725,0.638979903073243,0.565773133121671,0
0.840254094305762,0.15968800072558,0.113477133735071,0.38057139278389,0.932474783525291,0.0824587706146927,0.619863359229738,0.798076142919014,0.649725389879795,0.569030431902136,0
0.840184675551618,0.161108927653657,0.0614724225626074,0.379165613543794,0.929809935805265,0.106446776611694,0.601550901569639,0.797369557937534,0.63830614712091,0.568458222027237,0
0.839894354906759,0.112706714635547,0.0547389225589622,0.373423950362684,0.931455732643507,0.157421289355322,0.598898802231223,0.793999600329013,0.665599729222016,0.55802690254412,0
0.839197149762643,0.0919369954953593,0.0860050721806013,0.373503353963358,0.926685637033411,0.133433283358321,0.592499171218957,0.783431473506795,0.650966462081011,0.564270861033187,0
0.841884719075054,0.104181153067086,0.0530693398645684,0.373316587747689,0.937256539199281,0.140929535232384,0.620454316147538,0.821700551892766,0.643462713459435,0.565279007245045,0
0.841081810791101,0.0592556761495903,0.031161068812763,0.372025999646598,0.948081249352588,0.0224887556221889,0.602783262947001,0.813863908626488,0.64465594219788,0.56558287781222,0
0.84048915138321,0.12528342957342,0.0646101433026848,0.375376607922914,0.941712687337207,0.145427286356822,0.60967295579354,0.801531632061173,0.653039507292954,0.566594118378805,0
0.841562417348994,0.110681137950842,0.0619693615451335,0.374602702406488,0.939097145469501,0.385307346326837,0.596780005477162,0.816487687135469,0.642833553458568,0.565632566215678,0
0.84220269125481,0.0930253650572905,0.069425254805924,0.370924414482322,0.942956669880323,0.143928035982009,0.637606480347079,0.827878672226562,0.643971704572414,0.565209689249871,0
0.840112869630469,0.0478277957493122,0.0121257452438728,0.36963718146295,0.939296757089754,0.0464767616191904,0.620526384064342,0.797257394356102,0.644935309135997,0.565198780684521,0
0.841633707239959,0.0914532756900565,0.0608084444714002,0.371438860345842,0.942993144307628,0.233883058470765,0.602848124072126,0.819658694294729,0.595643463112542,0.56531185524898,0
0.841928854834764,0.120778788886537,0.097805878618404,0.373075021863949,0.941180330692772,0.130434782608696,0.619575087562519,0.820055303662897,0.643897953627214,0.565318648881855,0
0.840837168307099,0.195815823684131,0.0982085297895194,0.388174007958254,0.94169123723067,0.0899550224887556,0.605183124576601,0.801809219155463,0.645453115071767,0.567707911801825,0
0.841840223192403,0.160987997702331,0.147372097566527,0.379728148911947,0.937277879772366,0.206896551724138,0.602682367863475,0.813709224162898,0.625098809070481,0.566004087484676,0
0.84087734603695,0.159325210871603,0.0518962771122547,0.378279871970082,0.934138240591439,0.0434782608695652,0.615928450972196,0.804306892474101,0.634392845850332,0.566613111060511,0
0.841891526627669,0.0708044865011942,0.0593866161162168,0.370081170610379,0.943543262230674,0.128935532233883,0.622919038902262,0.826247034715016,0.637214048820205,0.565242640439274,0
0.840791673765426,0.0921183904223478,0.0296661842349365,0.374115097196717,0.935067187220101,0.122938530734633,0.605752461119359,0.807092787511969,0.653365182478188,0.565672689979257,0
0.840917381502362,0.0813858572421924,0.0439631224516237,0.371381823956626,0.937744832116059,0.0644677661169415,0.601089666902089,0.809635499107866,0.643484698019246,0.565394012992208,0
0.841229457874463,0.19176467031472,0.137855300922782,0.381969343499977,0.934494715353983,0.140929535232384,0.604858818950979,0.805041237350195,0.63827510066209,0.567645766501759,1
0.840113833800251,0.196390240952928,0.0617681426525307,0.386262729739221,0.931547845186633,0.0509745127436282,0.5976520272705,0.796483203270087,0.64706143499076,0.569662936541112,1
0.842223704184382,0.134564803337667,0.0363415037971444,0.377516031698812,0.940010766851997,0.0509745127436282,0.607323541705703,0.821649761949078,0.649292306535915,0.565979965435099,0
0.842508345895102,0.13166248450585,0.0538017582391589,0.376746599624678,0.943071756879356,0.0734632683658171,0.606120007495063,0.825518796419942,0.646035797058561,0.566194626501257,0
0.839915445841406,0.0936904797895819,0.0407272871794871,0.373530194617107,0.931717331820639,0.0569715142428786,0.595771054641895,0.794110529717376,0.607458322953694,0.555682113266431,0
0.838345053030638,0.14801826042265,0.099532628944301,0.374650791911122,0.924905685044542,0.104947526236882,0.595662952766687,0.777633777731097,0.639633896584647,0.564142468727549,0
0.840668587975188,0.115336941076881,0.080361392467357,0.373875768034123,0.934534781587811,0.134932533733133,0.603893108865795,0.804214862287728,0.641654485373815,0.566470761446422,0
0.839788159302916,0.0273604014874384,0.0211576366333839,0.36963718146295,0.936722178612251,0.088455772113943,0.595064789057208,0.791033963793342,0.651310804318527,0.565124758836821,0
0.840174885282507,0.0485533754572664,0.0258145753671206,0.36963718146295,0.932266766564568,0.142428785607196,0.598574496605601,0.798368260050108,0.653396346990339,0.565158794400285,0
0.841691077444249,0.0639114792756296,0.0551822017887888,0.371724042291923,0.944796323856324,0.15592203898051,0.604642615200565,0.823788524043359,0.641913212306424,0.565368085499266,0
0.840416164506973,0.0611905553708015,0.042873577088866,0.36963718146295,0.935500775123066,0.209895052473763,0.601464420069474,0.80236152423755,0.567583388422102,0.565226937206295,0
0.841479536206679,0.141608973002388,0.0419088980476444,0.376518454067813,0.935612598809896,0.0974512743628186,0.603237290822872,0.812159514584672,0.663543477879865,0.566514034563721,0
0.840446457629498,0.110771835414336,0.0423671674830052,0.375334110221145,0.933508571268805,0.0359820089955022,0.600368987734041,0.801425261787773,0.598452135191515,0.568533025016847,0
0.840526610696461,0.104362547994074,0.0887985383602047,0.373501117242212,0.940632554431628,0.095952023988006,0.605406535118696,0.80273133499151,0.672383016128283,0.566490885535272,0
0.833423652552137,0.138011306950449,0.138559251452224,0.37654082127927,0.896988131007144,0.0854572713643178,0.586265296415342,0.719703518149762,0.645421147170137,0.564795187328215,0
0.839698384487795,0.153701968134958,0.091330265382879,0.37801034707202,0.930078706083394,0.095952023988006,0.606682137246141,0.79239256019244,0.654187970312976,0.573989742905109,0
0.838868676785451,0.115609033467364,0.0502573350882298,0.372957594003798,0.92705100383395,0.140929535232384,0.594639588348059,0.780554328902464,0.66610339278669,0.565144055013202,0
0.840691691972966,0.0770323789944675,0.0551824068248152,0.371992448829412,0.934835228558412,0.124437781109445,0.606307384078756,0.806317964114218,0.638750174948767,0.566098457407965,0
0.845345118511239,0.0925718777398192,0.0968838544927815,0.369740070635654,0.957603553961602,0.130434782608696,0.604022831116044,0.874451641180582,0.751791437872347,0.565280578729797,0
0.842606977123623,0.0886718868095655,0.0085586710239937,0.373319942829408,0.946518294689025,0.0494752623688156,0.613312385592182,0.834655160943796,0.521533505720726,0.565185176130493,0
0.842175751306732,0.139069444024549,0.0598851814704813,0.377817989053487,0.940005629489239,0.0614692653673163,0.605132677034838,0.820394362733179,0.64570811392199,0.566362233643455,0
0.84312573126533,0.124346222450645,0.094378492690907,0.376352936703028,0.942830919752064,0.0584707646176912,0.602869744447167,0.834540474201501,0.660446647546178,0.566156094816189,0
0.842012823255511,0.0831091090485836,0.0596557458477426,0.372370454703042,0.941547256834007,0.175412293853073,0.605356087576933,0.826485765067952,0.707115046643727,0.565441158386322,0
0.842020323591988,0.144904314176014,0.116358788600125,0.377182760248097,0.940977775347754,0.218890554722639,0.605644359244152,0.817782345414677,0.642262443832315,0.566027342535463,0
0.841162365159335,0.0867672400761859,0.0567997207952373,0.370743240069517,0.948291056808823,0.095952023988006,0.611914268006169,0.81302246603021,0.643734696318443,0.565863805192805,0
0.842673715890355,0.111376485170965,0.0940305629447058,0.372542682231264,0.951351477431888,0.179910044977511,0.61042246212831,0.831351885957167,0.645417752353348,0.565654054622206,0
0.839741925683001,0.10744626175288,0.107410662313378,0.37367558149158,0.939561351100194,0.241379310344828,0.600376194525721,0.791851947752346,0.646715607161776,0.547035872141953,0
0.838886549562351,0.162046134776431,0.096948027985734,0.377511558256521,0.90974532510778,0.095952023988006,0.597306101269837,0.784648939143662,0.644138014029901,0.55656683857273,1
0.842301738221274,0.120174139129909,0.0383022914593126,0.37594809017565,0.941294675239503,0.0704647676161919,0.605802908661122,0.824914279173241,0.641311858566109,0.565728214075724,0
0.841732939927894,0.131118299724884,0.0322413535362915,0.376643710451974,0.941093085867131,0.0734632683658171,0.605817322244483,0.816293758663612,0.643278450493247,0.565863735288908,0
0.840346045765332,0.088490491882577,0.0308466310674933,0.372925161547185,0.932900560834282,0.0614692653673163,0.601976102278788,0.800562579411059,0.634380695759777,0.566667784146443,0
0.840054325013167,0.151162439157118,0.043803698436627,0.375120503351727,0.928539736488833,0.110944527736132,0.598495221897116,0.796094757257841,0.641242036289485,0.569948116339057,0
0.8414811271074,0.144511291834205,0.0626489149522246,0.377072042551383,0.936813057976246,0.118440779610195,0.603532769281771,0.811876395563492,0.709317343536963,0.565487960317643,0
0.840959641861875,0.0632161320555068,0.0523686201215024,0.371028422015599,0.93701903038323,0.0929535232383808,0.601918447945344,0.811499959630387,0.629325124567785,0.565232608476753,0
0.83972506232647,0.109562535901079,0.0492540137142778,0.372737276970943,0.929953336194203,0.157421289355322,0.597716888395624,0.791668826237604,0.640020606908787,0.563075143286396,0
0.840890282824394,0.0919369954953593,0.0860687338566253,0.373312114305397,0.938541378250006,0.145427286356822,0.600455469234206,0.808565727590611,0.641962572179896,0.565569110352333,0
0.842285933313935,0.0688393747921516,0.0555800987836855,0.36963718146295,0.944778192836042,0.259370314842579,0.604397584283429,0.833022415765591,0.637440819343101,0.565158395757604,0
0.836133757686647,0.201771623786921,0.06257846636725,0.383786679430889,0.915918439576651,0.0974512743628186,0.59870421885585,0.768874462553203,0.642417017430622,0.56353599870736,0
0.840709771097254,0.0791184206548357,0.0120931531748218,0.372456568467153,0.937197137819443,0.0524737631184408,0.601594142319722,0.806504999939706,0.640705076462035,0.565676997571971,0
0.84074346054253,0.0877649121746228,0.0446945561584797,0.371752001306245,0.939152980066915,0.110944527736132,0.605572291327347,0.806598561896454,0.619767526937095,0.565698279083523,0
0.84008267346299,0.10617649726396,0.0943337329861747,0.373610716578353,0.860211343236105,0.0704647676161919,0.598142089104772,0.79653325135259,0.643433069014503,0.569377552176136,0
0.842761016521502,0.110741602926505,0.0581737123590185,0.372850231388803,0.943531167107969,0.109445277361319,0.612858357716312,0.832646979230974,0.655123649517957,0.565416684756372,0
0.841151451181981,0.12147413610666,0.0450019864960255,0.373130939892593,0.938041637868143,0.130434782608696,0.59329912509549,0.810076812659505,0.678447705099254,0.565581233737867,0
0.841198935176503,0.102276506333706,0.0408201286055354,0.373696830342464,0.937403160804797,0.113943028485757,0.606386658787241,0.81228306458215,0.638014311452718,0.565540293716667,0
0.841099637582348,0.0767905190918161,0.0758278300648474,0.37036635255646,0.943051861235936,0.130434782608696,0.603900315657476,0.812830944443045,0.659282550817634,0.565186203001758,0
0.840382079008789,0.0914835081778879,0.0085642969898931,0.373501117242212,0.940513351074296,0.0464767616191904,0.600426642067485,0.801033204487528,0.634932736116648,0.566887145739489,0
0.842438251057767,0.12253227318076,0.0301566792722424,0.376066636396374,0.946288331699254,0.0854572713643178,0.605968664869773,0.826253737411608,0.642556098879932,0.565653137335742,0
0.840359019453028,0.108232306436497,0.0652168980964993,0.374317520460407,0.935463179170769,0.0854572713643178,0.603554389656813,0.800304954981253,0.64050292319269,0.567439058940056,0
0.841723060201398,0.0852253831967832,0.0885733713834263,0.372029354728317,0.940014804320763,0.172413793103448,0.604952507242826,0.82174212975276,0.638951772949572,0.565171866716734,0
0.841718376118645,0.113795084197479,0.0713925751694807,0.374249300465462,0.940454915349002,0.179910044977511,0.604015624324363,0.818215488563354,0.648495306563145,0.565565037519408,0
0.841838630262902,0.0903044411524624,0.0760892868720147,0.371369521990324,0.953329514570954,0.103448275862069,0.609881952752274,0.82285438403409,0.62297702663803,0.56525790370046,0
0.842143462939047,0.120264836593403,0.0884591530187879,0.372785366475576,0.948544772334334,0.200899550224888,0.609233341501031,0.822873508421059,0.64468858812262,0.565407663953998,0
0.840696767095486,0.104785802823714,0.0977782995719579,0.372130007179875,0.941672719609261,0.214392803598201,0.600750947693106,0.805085451444022,0.601520359531689,0.565527249779497,0
0.839200698155598,0.189739093630015,0.181505958984919,0.382237750037465,0.929417373958784,0.137931034482759,0.597630406895458,0.789399544942989,0.652841998847565,0.563037242505035,1
0.843282569804624,0.102488133748526,0.0297723143458298,0.374248182104889,0.948519732860063,0.0899550224887556,0.604952507242826,0.841615582546403,0.639527747313286,0.565288227394206,0
0.843046523285867,0.115276476101218,0.0441967661063541,0.375062348601937,0.945670680518409,0.0794602698650675,0.60336701307312,0.835514861461367,0.637682573236483,0.565400053453801,0
0.841025615396759,0.10279045862684,0.0437868431145394,0.373731499520223,0.936674054936553,0.0899550224887556,0.600383401317402,0.809803966942273,0.716178938455928,0.56573806435261,0
0.838318177106704,0.150648486863984,0.0504075037213312,0.375009785655013,0.925320049667705,0.11544227886057,0.600642845817899,0.777670405685694,0.665574484091902,0.564660821451651,0
0.841492419775432,0.119116002055809,0.0542121618131529,0.374949394184078,0.938087397190596,0.103448275862069,0.602927398780611,0.814659310984457,0.655005242027547,0.565394456793522,0
